"","order","species","adult_body_mass_g","adult_head_body_len_mm","home_range_km2","litter_size","habitat"
"4425","Rodentia","Pseudomys delicatulus",8.56,67.88,NA,3.19,"T"
"4426","Rodentia","Pseudomys desertor",37.09,88.26,NA,3,"T"
"4427","Rodentia","Pseudomys fieldi",42.35,105.74,NA,3.49,"T"
"4428","Rodentia","Pseudomys fumeus",68.75,113.02,NA,NA,"T"
"4429","Rodentia","Pseudomys glaucus",NA,88.45,NA,NA,"T"
"4430","Rodentia","Pseudomys gouldii",49.99,108.76,NA,NA,"T"
"4431","Rodentia","Pseudomys gracilicaudatus",79.53,109.83,NA,2.91,"T"
"4432","Rodentia","Pseudomys hermannsburgensis",13.38,81.75,NA,2,"T"
"4433","Rodentia","Pseudomys higginsi",63.16,128.84,0.002011653,2.62,"T"
"4434","Rodentia","Pseudomys johnsoni",12,NA,NA,NA,"T"
"4435","Rodentia","Pseudomys laborifex",12,NA,NA,NA,"T"
"4436","Rodentia","Pseudomys nanus",70.38,101,NA,3,"T"
"4437","Rodentia","Pseudomys novaehollandiae",16.8,82.55,NA,4.43,"T"
"4438","Rodentia","Pseudomys occidentalis",34,102.46,NA,3,"T"
"4439","Rodentia","Pseudomys oralis",95,160,NA,NA,"T"
"4440","Rodentia","Pseudomys patrius",NA,NA,NA,NA,"T"
"4441","Rodentia","Pseudomys pilligaensis",10.72,NA,NA,NA,"T"
"4442","Rodentia","Pseudomys shortridgei",72.06,137.59,NA,3,"T"
"4443","Rodentia","Pseudoryzomys simplex",45.2,129.99,NA,NA,"T"
"4444","Rodentia","Pteromys momonga",NA,NA,NA,NA,"T"
"4445","Rodentia","Pteromys volans",143.09,160.02,0.05,2.5,"T"
"4446","Rodentia","Pteromyscus pulverulentus",251.3,229,NA,1.28,"T"
"4447","Rodentia","Punomys kofordi",NA,NA,NA,NA,"T"
"4448","Rodentia","Punomys lemminus",84.8,NA,NA,1.94,"T"
"4449","Rodentia","Pygeretmus platyurus",NA,NA,NA,5.17,"T"
"4450","Rodentia","Pygeretmus pumilio",52.24,NA,0.002441076,3.35,"T"
"4451","Rodentia","Pygeretmus shitkovi",NA,NA,NA,5.49,"T"
"4452","Rodentia","Quemisia gravis",NA,NA,NA,NA,"T"
"4453","Rodentia","Rattus adustus",NA,NA,NA,NA,"T"
"4454","Rodentia","Rattus andamanensis",NA,190,NA,10,"T"
"4455","Rodentia","Rattus annandalei",197.49,NA,NA,NA,"T"
"4456","Rodentia","Rattus arfakiensis",NA,134.91,NA,NA,"T"
"4457","Rodentia","Rattus argentiventer",165.37,193.81,NA,9.85,"T"
"4458","Rodentia","Rattus arrogans",NA,131.02,NA,NA,"T"
"4459","Rodentia","Rattus baluensis",107.5,190,NA,NA,"T"
"4460","Rodentia","Rattus blangorum",NA,NA,NA,NA,"T"
"4461","Rodentia","Rattus bontanus",NA,NA,NA,NA,"T"
"4462","Rodentia","Rattus burrus",NA,NA,NA,NA,"T"
"4463","Rodentia","Rattus colletti",146.48,NA,NA,NA,"T"
"4464","Rodentia","Rattus elaphinus",131.35,NA,NA,NA,"T"
"4465","Rodentia","Rattus enganus",NA,NA,NA,NA,"T"
"4466","Rodentia","Rattus everetti",253.53,190,0.005001891,NA,"T"
"4467","Rodentia","Rattus exulans",50.63,119.9,0.000935769,3.7,"T"
"4468","Rodentia","Rattus feliceus",306,NA,NA,NA,"T"
"4469","Rodentia","Rattus fuscipes",124.58,159.25,NA,4.58,"T"
"4470","Rodentia","Rattus giluwensis",NA,150.55,NA,NA,"T"
"4471","Rodentia","Rattus hainaldi",NA,NA,NA,NA,"T"
"4472","Rodentia","Rattus hoffmanni",NA,NA,NA,NA,"T"
"4473","Rodentia","Rattus hoogerwerfi",NA,NA,NA,NA,"T"
"4474","Rodentia","Rattus jobiensis",380,211.3,NA,NA,"T"
"4475","Rodentia","Rattus koopmani",NA,NA,NA,NA,"T"
"4476","Rodentia","Rattus korinchi",NA,NA,NA,NA,"T"
"4477","Rodentia","Rattus leucopus",200.89,189.68,NA,3.45,"T"
"4478","Rodentia","Rattus losea",104.63,NA,NA,NA,"T"
"4479","Rodentia","Rattus lugens",NA,NA,NA,NA,"T"
"4480","Rodentia","Rattus lutreolus",106,160.65,NA,4.45,"T"
"4481","Rodentia","Rattus macleari",NA,NA,NA,NA,"T"
"4482","Rodentia","Rattus marmosurus",NA,NA,NA,NA,"T"
"4483","Rodentia","Rattus mindorensis",NA,190,NA,6.4,"T"
"4484","Rodentia","Rattus mollicomulus",NA,NA,NA,NA,"T"
"4485","Rodentia","Rattus montanus",NA,NA,NA,NA,"T"
"4486","Rodentia","Rattus mordax",230,173.45,NA,2.47,"T"
"4487","Rodentia","Rattus morotaiensis",148.25,NA,NA,NA,"T"
"4488","Rodentia","Rattus nativitatis",NA,NA,NA,NA,"T"
"4489","Rodentia","Rattus niobe",45.07,115.43,0.001058952,2.15,"T"
"4490","Rodentia","Rattus nitidus",100.02,182.58,NA,3.09,"T"
"4491","Rodentia","Rattus norvegicus",282.89,NA,0.002927936,8.99,"T"
"4492","Rodentia","Rattus novaeguineae",133,177.68,NA,5.37,"T"
"4493","Rodentia","Rattus omichlodes",70.02,132.48,NA,NA,"T"
"4494","Rodentia","Rattus osgoodi",NA,NA,NA,NA,"T"
"4495","Rodentia","Rattus palmarum",NA,NA,NA,NA,"T"
"4496","Rodentia","Rattus pelurus",NA,NA,NA,NA,"T"
"4497","Rodentia","Rattus pococki",NA,128.82,NA,NA,"T"
"4498","Rodentia","Rattus praetor",194.43,195.7,NA,4.37,"T"
"4499","Rodentia","Rattus pyctoris",NA,NA,NA,4.23,"T"
"4500","Rodentia","Rattus ranjiniae",NA,NA,NA,NA,"T"
"4501","Rodentia","Rattus rattus",142.68,201.99,0.00231795,5.88,"T"
"4502","Rodentia","Rattus richardsoni",64.29,124.81,NA,2.15,"T"
"4503","Rodentia","Rattus salocco",NA,NA,NA,NA,"T"
"4504","Rodentia","Rattus sanila",NA,NA,NA,NA,"T"
"4505","Rodentia","Rattus satarae",NA,NA,NA,NA,"T"
"4506","Rodentia","Rattus simalurensis",NA,NA,NA,NA,"T"
"4507","Rodentia","Rattus sordidus",157.5,159.67,NA,5.99,"T"
"4508","Rodentia","Rattus steini",151.17,171.01,NA,3.65,"T"
"4509","Rodentia","Rattus stoicus",NA,NA,NA,NA,"T"
"4510","Rodentia","Rattus tanezumi",140.84,NA,NA,NA,"T"
"4511","Rodentia","Rattus tawitawiensis",NA,190,NA,NA,"T"
"4512","Rodentia","Rattus timorensis",NA,NA,NA,NA,"T"
"4513","Rodentia","Rattus tiomanicus",119.29,190,NA,3.87,"T"
"4514","Rodentia","Rattus tunneyi",169.29,151.64,NA,5.34,"T"
"4515","Rodentia","Rattus vandeuseni",67.24,135.21,NA,2.15,"T"
"4516","Rodentia","Rattus verecundus",97.02,142.51,0.001058952,2.15,"T"
"4517","Rodentia","Rattus villosissimus",221.76,186.64,NA,NA,"T"
"4518","Rodentia","Rattus xanthurus",NA,NA,NA,NA,"T"
"4519","Rodentia","Ratufa affinis",1155.82,343.99,NA,NA,"T"
"4520","Rodentia","Ratufa bicolor",1609.08,319.47,NA,1.5,"T"
"4521","Rodentia","Ratufa indica",1060,NA,NA,NA,"T"
"4522","Rodentia","Ratufa macroura",1326.24,NA,NA,3.49,"T"
"4523","Rodentia","Reithrodon auritus",79.73,142.5,NA,3.4,"T"
"4524","Rodentia","Reithrodon typicus",NA,NA,NA,NA,"T"
"4525","Rodentia","Reithrodontomys brevirostris",12.9,72.28,NA,3.4,"T"
"4526","Rodentia","Reithrodontomys burti",20,NA,NA,NA,"T"
"4527","Rodentia","Reithrodontomys chrysopsis",19,NA,NA,3.4,"T"
"4528","Rodentia","Reithrodontomys creper",22.8,89.73,NA,2.21,"T"
"4529","Rodentia","Reithrodontomys darienensis",12.99,NA,NA,3.88,"T"
"4530","Rodentia","Reithrodontomys fulvescens",11.55,66.99,0.001343843,3.76,"T"
"4531","Rodentia","Reithrodontomys gracilis",12.47,72.79,NA,3.11,"T"
"4532","Rodentia","Reithrodontomys hirsutus",20,NA,NA,3.88,"T"
"4533","Rodentia","Reithrodontomys humulis",8.25,65,0.003188291,2.99,"T"
"4534","Rodentia","Reithrodontomys megalotis",10.72,69.62,0.001008937,4.18,"T"
"4535","Rodentia","Reithrodontomys mexicanus",15.71,NA,NA,2.91,"T"
"4536","Rodentia","Reithrodontomys microdon",20,NA,NA,NA,"T"
"4537","Rodentia","Reithrodontomys montanus",10.9,NA,0.002290248,3.94,"T"
"4538","Rodentia","Reithrodontomys paradoxus",NA,71.38,NA,NA,"T"
"4539","Rodentia","Reithrodontomys raviventris",10.95,70.91,0.001664605,3.88,"T"
"4540","Rodentia","Reithrodontomys rodriguezi",NA,NA,NA,NA,"T"
"4541","Rodentia","Reithrodontomys spectabilis",20.19,87.83,NA,NA,"T"
"4542","Rodentia","Reithrodontomys sumichrasti",19,NA,NA,3.49,"T"
"4543","Rodentia","Reithrodontomys tenuirostris",20,87.73,NA,NA,"T"
"4544","Rodentia","Reithrodontomys zacatecae",NA,NA,NA,NA,"T"
"4545","Rodentia","Rhabdomys dilectus",NA,NA,NA,NA,"T"
"4546","Rodentia","Rhabdomys pumilio",40.73,108.81,NA,5.28,"T"
"4547","Rodentia","Rhagamys orthodon",NA,NA,NA,NA,"T"
"4548","Rodentia","Rhagomys longilingua",NA,NA,NA,NA,"T"
"4549","Rodentia","Rhagomys rufescens",21.2,NA,NA,NA,"T"
"4550","Rodentia","Rheithrosciurus macrotis",1353.27,406.5,NA,NA,"T"
"4551","Rodentia","Rheomys mexicanus",40,NA,NA,NA,"T"
"4552","Rodentia","Rheomys raptor",38,NA,NA,0.97,"T"
"4553","Rodentia","Rheomys thomasi",40,NA,NA,0.97,"T"
"4554","Rodentia","Rheomys underwoodi",NA,NA,NA,NA,"T"
"4555","Rodentia","Rhinosciurus laticaudatus",230.3,210.16,NA,1.39,"T"
"4556","Rodentia","Rhipidomys austrinus",89,NA,NA,NA,"T"
"4557","Rodentia","Rhipidomys caucensis",89,NA,NA,NA,"T"
"4558","Rodentia","Rhipidomys couesi",89,NA,NA,NA,"T"
"4559","Rodentia","Rhipidomys emiliae",NA,NA,NA,NA,"T"
"4560","Rodentia","Rhipidomys fulviventer",89,NA,NA,NA,"T"
"4561","Rodentia","Rhipidomys gardneri",NA,NA,NA,NA,"T"
"4562","Rodentia","Rhipidomys latimanus",57.5,NA,NA,NA,"T"
"4563","Rodentia","Rhipidomys leucodactylus",NA,NA,NA,NA,"T"
"4564","Rodentia","Rhipidomys macconnelli",41.59,NA,NA,NA,"T"
"4565","Rodentia","Rhipidomys macrurus",NA,NA,NA,NA,"T"
"4566","Rodentia","Rhipidomys mastacalis",100,NA,NA,3.8,"T"
"4567","Rodentia","Rhipidomys modicus",NA,NA,NA,NA,"T"
"4568","Rodentia","Rhipidomys nitela",89,NA,NA,NA,"T"
"4569","Rodentia","Rhipidomys ochrogaster",89,NA,NA,NA,"T"
"4570","Rodentia","Rhipidomys venezuelae",89.99,NA,NA,NA,"T"
"4571","Rodentia","Rhipidomys venustus",89,NA,NA,NA,"T"
"4572","Rodentia","Rhipidomys wetzeli",89,NA,NA,NA,"T"
"4573","Rodentia","Rhizomys pruinosus",2450,NA,NA,3,"T"
"4574","Rodentia","Rhizomys sinensis",NA,NA,NA,3,"T"
"4575","Rodentia","Rhizomys sumatrensis",2500,NA,NA,4,"T"
"4576","Rodentia","Rhizoplagiodontia lemkei",NA,NA,NA,NA,"T"
"4577","Rodentia","Rhombomys opimus",NA,NA,NA,4.59,"T"
"4578","Rodentia","Rhynchomys isarogensis",122.29,187,NA,NA,"T"
"4579","Rodentia","Rhynchomys soricoides",NA,201.49,NA,NA,"T"
"4580","Rodentia","Rubrisciurus rubriventer",NA,NA,NA,NA,"T"
"4581","Rodentia","Saccostomus campestris",50.33,117.31,NA,6.75,"T"
"4582","Rodentia","Saccostomus mearnsi",64.91,NA,0.001303656,5.75,"T"
"4583","Rodentia","Salinoctomys loschalchalerosorum",NA,NA,NA,NA,"T"
"4584","Rodentia","Salinomys delicatus",NA,NA,NA,NA,"T"
"4585","Rodentia","Salpingotulus michaelis",NA,NA,NA,3,"T"
"4586","Rodentia","Salpingotus crassicauda",NA,NA,NA,2.59,"T"
"4587","Rodentia","Salpingotus heptneri",NA,NA,NA,NA,"T"
"4588","Rodentia","Salpingotus kozlovi",NA,NA,NA,NA,"T"
"4589","Rodentia","Salpingotus pallidus",NA,NA,NA,NA,"T"
"4590","Rodentia","Salpingotus thomasi",NA,NA,NA,NA,"T"
"4591","Rodentia","Scapteromys aquaticus",NA,NA,NA,NA,"T"
"4592","Rodentia","Scapteromys tumidus",146,NA,NA,3.63,"T"
"4593","Rodentia","Sciurillus pusillus",34.91,111.58,NA,1.94,"T"
"4594","Rodentia","Sciurotamias davidianus",NA,NA,NA,NA,"T"
"4595","Rodentia","Sciurotamias forresti",NA,NA,NA,NA,"T"
"4596","Rodentia","Sciurus aberti",622.95,269.29,0.05,3.2,"T"
"4597","Rodentia","Sciurus aestuans",177.34,171.48,NA,NA,"T"
"4598","Rodentia","Sciurus alleni",465.14,233.91,NA,3,"T"
"4599","Rodentia","Sciurus anomalus",NA,NA,NA,4,"T"
"4600","Rodentia","Sciurus arizonensis",646.99,263.19,NA,3.09,"T"
"4601","Rodentia","Sciurus aureogaster",455.57,251.25,0.01,1.94,"T"
"4602","Rodentia","Sciurus carolinensis",545.4,253.48,0.008569038,2.98,"T"
"4603","Rodentia","Sciurus colliaei",498,253.14,NA,2.66,"T"
"4604","Rodentia","Sciurus deppei",249.5,200.49,0.01,2.91,"T"
"4605","Rodentia","Sciurus flammifer",NA,NA,NA,NA,"T"
"4606","Rodentia","Sciurus gilvigularis",803,NA,NA,NA,"T"
"4607","Rodentia","Sciurus granatensis",318.44,221.71,0.007784702,1.9,"T"
"4608","Rodentia","Sciurus griseus",703.85,293.12,0.008025903,2.65,"T"
"4609","Rodentia","Sciurus ignitus",190,NA,NA,NA,"T"
"4610","Rodentia","Sciurus igniventris",700,NA,NA,NA,"T"
"4611","Rodentia","Sciurus lis",264.3,NA,0.13,NA,"T"
"4612","Rodentia","Sciurus nayaritensis",697,282.15,NA,2.43,"T"
"4613","Rodentia","Sciurus niger",NA,NA,0.23,NA,"T"
"4614","Rodentia","Sciurus oculatus",649.98,267.2,NA,NA,"T"
"4615","Rodentia","Sciurus pucheranii",803,NA,NA,NA,"T"
"4616","Rodentia","Sciurus pyrrhinus",482,NA,NA,NA,"T"
"4617","Rodentia","Sciurus richmondi",237.51,194.4,NA,2.59,"T"
"4618","Rodentia","Sciurus sanborni",136,NA,NA,NA,"T"
"4619","Rodentia","Sciurus spadiceus",403.32,NA,NA,NA,"T"
"4620","Rodentia","Sciurus stramineus",433.3,NA,NA,NA,"T"
"4621","Rodentia","Sciurus variegatoides",485,262.6,NA,4.99,"T"
"4622","Rodentia","Sciurus vulgaris",333,213.17,0.05,4.5,"T"
"4623","Rodentia","Sciurus yucatanensis",225,236.86,NA,3,"T"
"4624","Rodentia","Scolomys melanops",26.5,NA,NA,NA,"T"
"4625","Rodentia","Scolomys ucayalensis",26.5,NA,NA,NA,"T"
"4626","Rodentia","Scotinomys teguina",11.59,NA,NA,2.46,"T"
"4627","Rodentia","Scotinomys xerampelinus",15.07,NA,NA,3.08,"T"
"4628","Rodentia","Sekeetamys calurus",56.61,NA,NA,2.9,"T"
"4629","Rodentia","Selevinia betpakdalaensis",17.12,84.99,NA,6.9,"T"
"4630","Rodentia","Sicista armenica",NA,NA,NA,NA,"T"
"4631","Rodentia","Sicista betulina",8.92,NA,NA,5.29,"T"
"4632","Rodentia","Sicista caucasica",NA,NA,NA,NA,"T"
"4633","Rodentia","Sicista caudata",NA,NA,NA,NA,"T"
"4634","Rodentia","Sicista concolor",NA,NA,NA,NA,"T"
"4635","Rodentia","Sicista kazbegica",NA,NA,NA,NA,"T"
"4636","Rodentia","Sicista kluchorica",NA,NA,NA,NA,"T"
"4637","Rodentia","Sicista napaea",10,NA,NA,3.49,"T"
"4638","Rodentia","Sicista pseudonapaea",NA,NA,NA,NA,"T"
"4639","Rodentia","Sicista severtzovi",NA,NA,NA,NA,"T"
"4640","Rodentia","Sicista strandi",NA,NA,NA,NA,"T"
"4641","Rodentia","Sicista subtilis",11.75,NA,NA,NA,"T"
"4642","Rodentia","Sicista tianshanica",NA,NA,NA,4.37,"T"
"4643","Rodentia","Sigmodon alleni",174.09,170.03,NA,NA,"T"
"4644","Rodentia","Sigmodon alstoni",55.7,NA,NA,5.18,"T"
"4645","Rodentia","Sigmodon arizonae",198,NA,NA,NA,"T"
"4646","Rodentia","Sigmodon fulviventer",195.94,180.35,NA,7.5,"T"
"4647","Rodentia","Sigmodon hirsutus",NA,NA,NA,NA,"T"
"4648","Rodentia","Sigmodon hispidus",110.65,167.5,0.002399307,5.44,"T"
"4649","Rodentia","Sigmodon inopinatus",140.5,NA,NA,NA,"T"
"4650","Rodentia","Sigmodon leucotis",131.78,157.25,NA,NA,"T"
"4651","Rodentia","Sigmodon mascotensis",120,NA,NA,NA,"T"
"4652","Rodentia","Sigmodon ochrognathus",122,151.14,0.001664175,3,"T"
"4653","Rodentia","Sigmodon peruanus",NA,NA,NA,NA,"T"
"4654","Rodentia","Sigmodon planifrons",NA,NA,NA,NA,"T"
"4655","Rodentia","Sigmodon toltecus",NA,NA,NA,NA,"T"
"4656","Rodentia","Sigmodon zanjonensis",NA,NA,NA,NA,"T"
"4657","Rodentia","Sigmodontomys alfari",NA,NA,NA,NA,"T"
"4658","Rodentia","Sigmodontomys aphrastus",NA,NA,NA,NA,"T"
"4659","Rodentia","Solomys ponceleti",1000,270,NA,NA,"T"
"4660","Rodentia","Solomys salamonis",NA,270,NA,NA,"T"
"4661","Rodentia","Solomys salebrosus",397,NA,NA,NA,"T"
"4662","Rodentia","Solomys sapientis",NA,270,NA,NA,"T"
"4663","Rodentia","Solomys spriggsarum",NA,NA,NA,NA,"T"
"4664","Rodentia","Sommeromys macrorhinos",NA,NA,NA,NA,"T"
"4665","Rodentia","Spalacopus cyanus",100.86,132.78,7.86e-05,3.14,"T"
"4666","Rodentia","Spalax arenarius",NA,NA,NA,NA,"T"
"4667","Rodentia","Spalax carmeli",NA,NA,NA,NA,"T"
"4668","Rodentia","Spalax ehrenbergi",164.35,NA,NA,NA,"T"
"4669","Rodentia","Spalax galili",NA,NA,NA,NA,"T"
"4670","Rodentia","Spalax giganteus",NA,NA,NA,NA,"T"
"4671","Rodentia","Spalax golani",NA,NA,NA,NA,"T"
"4672","Rodentia","Spalax graecus",NA,NA,NA,NA,"T"
"4673","Rodentia","Spalax judaei",NA,NA,NA,NA,"T"
"4674","Rodentia","Spalax leucodon",188.67,NA,NA,3.24,"T"
"4675","Rodentia","Spalax microphthalmus",470,NA,NA,2.91,"T"
"4676","Rodentia","Spalax nehringi",NA,NA,NA,NA,"T"
"4677","Rodentia","Spalax uralensis",NA,NA,NA,NA,"T"
"4678","Rodentia","Spalax zemni",NA,NA,NA,NA,"T"
"4679","Rodentia","Spelaeomys florensis",NA,NA,NA,NA,"T"
"4680","Rodentia","Spermophilopsis leptodactylus",NA,243.27,NA,4.5,"T"
"4681","Rodentia","Spermophilus adocetus",155.52,177.47,NA,NA,"T"
"4682","Rodentia","Spermophilus alashanicus",NA,NA,NA,NA,"T"
"4683","Rodentia","Spermophilus annulatus",499.99,221.13,NA,3.88,"T"
"4684","Rodentia","Spermophilus armatus",306.48,219.5,NA,5.4,"T"
"4685","Rodentia","Spermophilus atricapillus",550.99,244.66,NA,NA,"T"
"4686","Rodentia","Spermophilus beecheyi",597.82,NA,0.000293039,6.71,"T"
"4687","Rodentia","Spermophilus beldingi",272.53,236.4,NA,5.71,"T"
"4688","Rodentia","Spermophilus brevicauda",NA,NA,NA,NA,"T"
"4689","Rodentia","Spermophilus brunneus",300,180.95,NA,7.5,"T"
"4690","Rodentia","Spermophilus canus",NA,NA,NA,NA,"T"
"4691","Rodentia","Spermophilus citellus",395.97,198.5,NA,6.48,"T"
"4692","Rodentia","Spermophilus columbianus",470.94,295.97,0.001090594,3.54,"T"
"4693","Rodentia","Spermophilus dauricus",NA,NA,NA,5.62,"T"
"4694","Rodentia","Spermophilus elegans",324.45,NA,0.00191853,5.75,"T"
"4695","Rodentia","Spermophilus erythrogenys",NA,NA,NA,7.77,"T"
"4696","Rodentia","Spermophilus franklinii",457.64,245.61,0.13,8.69,"T"
"4697","Rodentia","Spermophilus fulvus",778.38,NA,NA,5.99,"T"
"4698","Rodentia","Spermophilus lateralis",175.1,214.38,NA,5.18,"T"
"4699","Rodentia","Spermophilus madrensis",207.12,171.48,NA,4.34,"T"
"4700","Rodentia","Spermophilus major",NA,NA,NA,NA,"T"
"4701","Rodentia","Spermophilus mexicanus",177.49,193.4,NA,5.91,"T"
"4702","Rodentia","Spermophilus mohavensis",213.18,156.53,0.01,6.5,"T"
"4703","Rodentia","Spermophilus mollis",165.4,NA,0.000957999,7.97,"T"
"4704","Rodentia","Spermophilus musicus",NA,NA,NA,NA,"T"
"4705","Rodentia","Spermophilus pallidicauda",NA,NA,NA,NA,"T"
"4706","Rodentia","Spermophilus parryii",747.09,278.92,0.02,6.5,"T"
"4707","Rodentia","Spermophilus perotensis",140,179,NA,6.07,"T"
"4708","Rodentia","Spermophilus pygmaeus",173.46,NA,NA,7.08,"T"
"4709","Rodentia","Spermophilus ralli",NA,NA,NA,NA,"T"
"4710","Rodentia","Spermophilus relictus",599.99,NA,NA,4.89,"T"
"4711","Rodentia","Spermophilus richardsonii",325.1,210.97,0.00402332,7.59,"T"
"4712","Rodentia","Spermophilus saturatus",NA,NA,NA,NA,"T"
"4713","Rodentia","Spermophilus spilosoma",106.64,145.5,0.009534137,6.94,"T"
"4714","Rodentia","Spermophilus suslicus",252,NA,NA,5.49,"T"
"4715","Rodentia","Spermophilus tereticaudus",147.57,154.53,0.01,6.32,"T"
"4716","Rodentia","Spermophilus townsendii",207.29,173.15,NA,8.49,"T"
"4717","Rodentia","Spermophilus tridecemlineatus",174.91,137.5,0.01,8.08,"T"
"4718","Rodentia","Spermophilus undulatus",742.91,NA,0.02,7.77,"T"
"4719","Rodentia","Spermophilus variegatus",714.58,273.5,0.03,4.93,"T"
"4720","Rodentia","Spermophilus washingtoni",215.09,166,NA,7.88,"T"
"4721","Rodentia","Spermophilus xanthoprymnus",NA,NA,NA,4.99,"T"
"4722","Rodentia","Sphiggurus ichillus",NA,NA,NA,NA,"T"
"4723","Rodentia","Sphiggurus insidiosus",998.32,NA,NA,0.97,"T"
"4724","Rodentia","Sphiggurus melanurus",1900,398.8,NA,NA,"T"
"4725","Rodentia","Sphiggurus mexicanus",2000,NA,NA,0.98,"T"
"4726","Rodentia","Sphiggurus pruinosus",NA,NA,NA,NA,"T"
"4727","Rodentia","Sphiggurus roosmalenorum",NA,NA,NA,NA,"T"
"4728","Rodentia","Sphiggurus spinosus",750.78,NA,NA,NA,"T"
"4729","Rodentia","Sphiggurus vestitus",736,NA,NA,NA,"T"
"4730","Rodentia","Sphiggurus villosus",1750.01,NA,NA,1,"T"
"4731","Rodentia","Srilankamys ohiensis",NA,NA,NA,NA,"T"
"4732","Rodentia","Steatomys bocagei",NA,NA,NA,NA,"T"
"4733","Rodentia","Steatomys caurinus",NA,NA,NA,NA,"T"
"4734","Rodentia","Steatomys cuppedius",NA,NA,NA,NA,"T"
"4735","Rodentia","Steatomys jacksoni",NA,NA,NA,NA,"T"
"4736","Rodentia","Steatomys krebsii",20.67,NA,NA,4.62,"T"
"4737","Rodentia","Steatomys opimus",40,116.15,NA,NA,"T"
"4738","Rodentia","Steatomys parvus",4.99,NA,NA,NA,"T"
"4739","Rodentia","Steatomys pratensis",30.58,NA,NA,3.96,"T"
"4740","Rodentia","Stenocephalemys albipes",NA,NA,NA,4.41,"T"
"4741","Rodentia","Stenocephalemys albocaudata",144,NA,NA,NA,"T"
"4742","Rodentia","Stenocephalemys griseicauda",85.75,NA,NA,NA,"T"
"4743","Rodentia","Stenocephalemys ruppi",48.99,NA,NA,NA,"T"
"4744","Rodentia","Stochomys longicaudatus",70.95,NA,NA,2.38,"T"
"4745","Rodentia","Stylodipus andrewsi",NA,NA,NA,NA,"T"
"4746","Rodentia","Stylodipus sungorus",NA,NA,NA,NA,"T"
"4747","Rodentia","Stylodipus telum",59.99,NA,0.00350188,3.49,"T"
"4748","Rodentia","Sundamys infraluteus",418.5,NA,NA,NA,"T"
"4749","Rodentia","Sundamys maxi",NA,NA,NA,NA,"T"
"4750","Rodentia","Sundamys muelleri",356.48,239,NA,NA,"T"
"4751","Rodentia","Sundasciurus brookei",114.05,186.14,NA,NA,"T"
"4752","Rodentia","Sundasciurus davensis",NA,210,NA,NA,"T"
"4753","Rodentia","Sundasciurus fraterculus",NA,NA,NA,NA,"T"
"4754","Rodentia","Sundasciurus hippurus",357.79,227.98,NA,NA,"T"
"4755","Rodentia","Sundasciurus hoogstraali",NA,210,NA,NA,"T"
"4756","Rodentia","Sundasciurus jentinki",NA,210,NA,NA,"T"
"4757","Rodentia","Sundasciurus juvencus",NA,210,NA,NA,"T"
"4758","Rodentia","Sundasciurus lowii",84.99,137.56,NA,2.46,"T"
"4759","Rodentia","Sundasciurus mindanensis",NA,210,NA,NA,"T"
"4760","Rodentia","Sundasciurus moellendorffi",NA,210,NA,NA,"T"
"4761","Rodentia","Sundasciurus philippinensis",NA,210,NA,NA,"T"
"4762","Rodentia","Sundasciurus rabori",NA,210,NA,NA,"T"
"4763","Rodentia","Sundasciurus samarensis",225,210,NA,NA,"T"
"4764","Rodentia","Sundasciurus steerii",NA,210,NA,NA,"T"
"4765","Rodentia","Sundasciurus tenuis",74.87,168.37,NA,3.11,"T"
"4766","Rodentia","Synaptomys borealis",21.3,NA,NA,4.27,"T"
"4767","Rodentia","Synaptomys cooperi",28.01,105.5,0.000847162,3.09,"T"
"4768","Rodentia","Syntheosciurus brochus",NA,162,NA,NA,"T"
"4769","Rodentia","Tachyoryctes ankoliae",NA,NA,NA,NA,"T"
"4770","Rodentia","Tachyoryctes annectens",NA,NA,NA,NA,"T"
"4771","Rodentia","Tachyoryctes audax",NA,NA,NA,NA,"T"
"4772","Rodentia","Tachyoryctes daemon",NA,NA,NA,NA,"T"
"4773","Rodentia","Tachyoryctes ibeanus",NA,NA,NA,NA,"T"
"4774","Rodentia","Tachyoryctes macrocephalus",621.88,209,NA,1,"T"
"4775","Rodentia","Tachyoryctes naivashae",NA,NA,NA,NA,"T"
"4776","Rodentia","Tachyoryctes rex",NA,NA,NA,NA,"T"
"4777","Rodentia","Tachyoryctes ruandae",NA,NA,NA,1.4,"T"
"4778","Rodentia","Tachyoryctes ruddi",NA,NA,NA,NA,"T"
"4779","Rodentia","Tachyoryctes spalacinus",NA,NA,NA,NA,"T"
"4780","Rodentia","Tachyoryctes splendens",227.13,197.65,7.8e-05,1.41,"T"
"4781","Rodentia","Tachyoryctes storeyi",NA,NA,NA,NA,"T"
"4782","Rodentia","Taeromys arcuatus",NA,NA,NA,NA,"T"
"4783","Rodentia","Taeromys callitrichus",NA,NA,NA,NA,"T"
"4784","Rodentia","Taeromys celebensis",NA,NA,NA,NA,"T"
"4785","Rodentia","Taeromys hamatus",NA,NA,NA,NA,"T"
"4786","Rodentia","Taeromys microbullatus",NA,NA,NA,NA,"T"
"4787","Rodentia","Taeromys punicans",NA,NA,NA,NA,"T"
"4788","Rodentia","Taeromys taerae",NA,NA,NA,4.37,"T"
"4789","Rodentia","Tamias alpinus",36.54,104.65,NA,4.5,"T"
"4790","Rodentia","Tamias amoenus",50.63,118.06,0.008434861,4.99,"T"
